Id,RecResult
3223,i want a room please
3225,the capital from germany is berlin
3226,i have four young please
3227,i want room dessert menu please
3228,it's five room for four nights
3229,i want boots
3230,i want my passport
3231,it's this is my passport
3232,a room for five nights
3233,i would like a room for five nights
3234,can i have a room for five nights
3235,can i have a suite
3236,it's too like a suite
3237,i want please
3240,it's from from from france
3241,is there a restaurant please
3242,i'm fine
3243,i'd like sandals
3244,i'd like red sandals
3245,i want peas
3247,for please
3248,i'd like a swiss francs
3249,i would like the check
3250,i want peas
3251,i want a room for six
3252,the sweatshirt is too expensive
3253,i want five
3254,i want boots
3255,i would like room please
3256,it's forty-one
3257,i would like peas
3258,i like pants
3261,i would like a goulash soup
3262,can i have boots
3263,can i have four musical please
3264,i want tickets for boots please
3265,i want tickets for tomorrow evening please
3266,four tickets for king please
3267,i want can i have four tickets for king have
3268,i would like four tickets for swimsuits
3269,i would like a room for five nights please
3270,i would like tickets for seven nights
3271,i'd like one ticket please
3272,i would like a room for three nights
3273,i would like a double room
3274,i would like a twin room
3275,i would like to pay with credit card
3276,are there a hotel bar
3277,i wish there a hotel bar
3278,where is the hotel bar
3279,i would like a room for one week
3280,can i have a single room
3281,i would like a single room
3282,i would like to pay with visa
3283,i would like to pay with swiss francs
3284,i pay with swiss francs
3285,i would like to pay with switzer francs
3286,is there a swimming pool
3287,where is the swimming swimming pool
3288,i want a room for seven nights
3289,a fitness seven nights
3290,i would like a room for seven nights
3291,a double room
3293,i would like pay with visa
3294,is there a lift
3295,where is a
3296,can i have a room for five nights
3297,can i have a room for five nights
3298,can i have a room for five nights
3299,can i have a double room
3300,can i have a double room
3302,can i pay with mastercard
3303,i would like pay with mastercard
3304,can i pay with mastercard
3305,is there a hotel restaurant
3306,where is the hotel restaurant
3307,can i have a ticket to london
3308,i want to leave on monday afternoon
3309,i want to leave on wednesday afternoon
3310,my name is maddalena
3311,i am from america
3312,can i have one musical ticket
3313,can i have one musical ticket
3314,i would like to go on sunday evening
3315,can i have a ticket for billy elliot
3317,can i have a ticket for billy elliot
3318,i want a room for
3320,can i have tickets for the national gallery
3321,two tickets
3322,can i have one ticket
3323,can i have two musical tickets
3324,i would like to go at sunday evening
3326,can i have tickets for this musical
3327,can i have tickets for this musical ticket
3328,can i have a ticket for the musical ticket
3329,can i have a ticket for starlight express
3330,i would like sit hotel bar
3333,can i have a ticket for a
3334,i would like four tickets for the musical please
3336,i would like four musical tickets please
3337,four tickets for wednesday evening please
3338,can i have four tickets for wednesday evening
3339,can i have four tickets for billy elliot
3340,can i have a ticket for this musical
3341,for this musical
3342,can i have for that musical
3343,can i have a ticket for billy elliot
3344,can i have a ticket for billy elliot
3345,can i have a ticket for billy elliot
3346,i haven't a reservation
3347,i would like two tickets to london
3348,my name is paul
3349,hairdryer
3350,for isn't in africa
3351,for is in europe
3352,the capital from card
3353,i have one sister
3354,i go in holidays
3355,this is my passport
3356,the tower
3357,that's my passport
3358,my name is stephanie
3359,i'm from america
3360,my name is jack
3361,i'm from ireland
3362,my name is nick
3363,i'm from austria
3364,the capital of austria is
3366,i have two younger sisters
3367,i go in the holidays
3368,this is my passport
3369,this is my passport
3370,that's my passport
3371,can i have a ticket to piccadilly circus
3372,i would like to pay with visa
3373,i would like to pay with euros
3374,i have only big note
3375,i have only great note
3376,i have only great note
3377,where is the hairdryer
3378,can i have a ticket to green park
3379,i would like to pay with credit card
3380,i would like to pay with euros
3381,i have only great note
3382,where is the atm
3383,can i have a ticket to green park
3384,i would like to pay with visa
3385,i would like to pay with dollars
3386,i have smaller notes
3387,can i have three musical tickets
3388,i would like to go tuesday night
3389,i'd like three tickets to lion king
3390,can i have three tickets for lion king
3392,can i have a ticket to the musical
3393,i would like a ticket to the musical
3394,i would like to sit in the fourth row
3396,i would like tickets for british museum
3397,i need three tickets
3398,hairdryer
3399,i would like boots
3400,i would like red boots
3401,i need a forty-three
3402,i would like a t-shirt
3403,i would like a brown t-shirt
3404,i need a small
3405,how much does it cost
3406,the sweatshirt
3407,i'm fine
3408,i would like boots
3409,i would like blue boots
3410,i would like blue boots
3411,i need a saturday night
3412,i would like a sweatshirt
3413,i would like a pink sweatshirt
3414,i need a small
3415,how much does it cost
3416,how much does it cost sweatshirt
3417,tower bridge the goes this sweatshirt
3418,the sweatshirt is too expensive
3419,my name is andrew
3420,i want a hamburger
3421,i am from ireland
3422,can i have four musical tickets
3423,i would like two musical tickets
3424,i would like a ticket for sunday evening
3425,i would like two tickets for the park a
3426,i would like two tickets for the natural water
3427,can i have two tickets for a water
3428,i would like a ticket for
3429,can i have a ticket for this musical
3430,i want a ticket for this musical
3431,i want a row
3432,i would like a ticket for wicked
3433,can i have tickets for the natural history museum
3434,i want ticket
3435,i would like three tickets
3436,i would like two musical tickets
3437,i would like to go tomorrow
3438,can i have a ticket for tomorrow night
3439,i would like a ticket for the seven row
3440,can i have a ticket for the phantom the older
3441,i want to sit in the fifth row
3442,i have a ticket for the national gallery
3443,i need three tickets
3444,i would like two tickets to london
3445,i would like to leave on monday water
3446,how much is paul
3447,i would like a cheaper ticket
3448,i would like a ticket
3449,my name is nick
3450,i'm from canada
3451,i would like a ticket to london
3452,i would like to leave on monday
3453,how much does it cost
3454,i would like a ticket
3455,my name is paul
3456,i'm from switzerland
3457,can i have a ticket to notting hill
3458,can i have a ticket to notting hill
3459,i would like a ticket to notting hill
3460,i will pay with mastercard
3461,i would room credit card
3462,i would like to pay with credit card
3463,i would like a ticket to notting hill
3464,i would like to pay with mastercard
3465,i would like to pay with mastercard
3466,i would like a ticket to piccadilly circus
3467,i would like pay with credit card
3468,i would like to pay with credit card
3469,i would like to pay with dollars
3470,i have smaller note
3471,i have smaller note
3472,i would like a ticket to green park
3473,i would like to pay with credit card
3474,where is the british museum
3475,where is the piccadilly circus
3476,which bus goes there
3477,marble arch is
3478,where is the national gallery
3479,the london
3480,which bus goes there
3481,the tower
3482,want row
3483,i want to go
3484,i want row
3485,a
3486,i would like sandals
3487,i would like brown sandals
3488,forty two
3489,i would like pants
3490,i would like
3491,i would like pants
3492,a hairdryer
3493,i would like sandals
3494,i would like white sandals
3495,i want a forty
3496,i would like a t-shirt
3497,i would like a t-shirt
3498,small
3499,that's too large
3500,i a hairdryer
3502,i do not want this t-shirt
3503,i do not want this
3505,i would like sandals
3506,i would like red
3507,i'm good
3508,i would like a t-shirt
3509,i would like a white shirt
3510,i need a large
3511,austria is euro
3512,how much is this t-shirt
3513,the tower
3514,i'm fine
3515,a hamburger
3516,i would like boots
3517,i would like brown boots
3518,forty two
3519,i would like the
3520,a room for
3521,i need large
3523,brown boots
3524,shirt boots
3525,a room for
3526,i do not want this
3527,room for
3528,i would like room
3529,i would like brown sandals
3530,are museum
3531,thirty six
3532,i would like jeans
3533,i would like brown suite
3534,small
3535,forty four
3536,where is too expensive
3537,my name is brian
3538,i am from scotland
3539,i'm from portugal
3540,my name is erica
3541,i am from germany
3542,germany is not in africa
3543,germany is in europe
3544,the capital of rome medium
3545,the capital of berger room
3546,i have three older brothers
3547,i'm going on holidays
3548,this is my passport
3549,this is my passport
3550,that's my passport
3551,my name is janet
3552,i am from scotland
3553,my name is sarah
3554,i'm from german
3555,the capital of germany is rome
3556,a hamburger
3557,i'm going on holidays
3558,a a for
3559,for mamma mia
3560,that is my passport
3561,my name is sarah
3562,i am from austria
3563,i would like a room for one week
3564,i would like a suite
3565,i would like to pay with credit card
3566,a grocery market
3568,is there a grocery store
3569,i would like a room for six nights
3570,i would like a twin room
3571,i would like to pay with post card
3572,i would like to pay with euros
3573,are there a lift
3574,is there a lift
3575,where is the lift
3576,i would like a room for one week
3577,i would like a suite
3578,i would like to pay with mastercard
3579,i would like to pay with mastercard
3580,are there a hairdresser
3581,is there a hairdresser
3582,where is the hairdresser
3583,my room is dirty
3584,i would like a hairdryer
3585,can i have a hairdryer
3586,i would like a hairdryer
3587,i haven't a reservation
3588,can i have three tickets to london
3589,i would like to leave on wednesday evening
3590,my name is paul
3591,i'm from scotland
3592,can i have five tickets to london please
3593,i would like to leave on eleven uh leave tomorrow
3594,my name is mona
3595,i'm from spain
3596,can i have six tickets to london
3597,i would like to leave on monday evening
3598,how much does it cost
3599,can i have a ticket
3600,my name is patrick
3601,i'm from france
3602,my name is paolo
3603,i am from evening
3604,the capital of italy is rome
3605,i have a older sisters
3606,i have a older sisters
3607,i have one older sisters
3608,i'm going on holidays
3609,this is my passport
3610,can i have a ticket to piccadilly circus
3611,i would like to pay with post card
3612,i would like to pay with euros
3613,i have only big note
3614,i have only great note
3615,i have only great note
3616,can i pay with credit card
3617,can i pay with credit card
3618,can i have three musical tickets
3619,can i have two tickets for sunday evening
3620,can i have two tickets for starlight express
3621,i would like to sit in the tenth row
3622,i have tickets for the natural history museum
3623,i need three tickets
3624,can i have three musical tickets
3625,can i have tickets for tonight
3626,can i have three tickets for starlight express
3627,i would like to sit in the front
3628,can i have tickets for the natural history museum
3629,i need two tickets
3630,can i have three musical tickets
3631,can i have a ticket for sunday evening
3632,i would like three tickets for billy elliot
3633,i would like to sit in the room
3634,i would like to sit in the third row
3635,can i have tickets for the london eye
3636,can i have two tickets
3637,can i have three musical tickets
3638,can i have two tickets for thursday evening
3639,can i have three tickets for mamma mia
3640,can i have three tickets for mamma mia
3641,i would like to sit in the fourth row
3642,can i have tickets for madame tussauds
3643,i need two tickets
3644,can i have one musical ticket
3645,can i have a musical ticket
3646,can i have one musical ticket
3647,i would like to go on thursday evening
3648,i would like to go on thursday evening
3649,can i have a ticket for thursday evening
3650,can i have a ticket for the lion king
3651,can i have the lion king tickets
3652,i'm fine
3653,i would like sandals
3654,i would like brown sandals
3655,i need forty-one
3656,i would like jeans
3657,i would like red jeans
3658,i need a small
3659,how much does the jeans cost
3660,the trousers are too expensive
3661,i'm fine
3662,i would like sandals
3663,i would like blue sandals
3664,i need forty-one
3665,i would like pants
3666,i would like my pants
3667,i need a small
3668,this is too far
3669,this is too four
3670,this is too far
3671,i do not want this pants
3672,i do not want this
3673,i'm fine
3674,i would like boots
3675,i would like white boots
3676,i need thirty seven
3677,i would like jeans
3678,i would like peas
3679,i need a small
3680,how much does it cost
3681,room this is too expensive
3682,i'm fine
3683,i would like sandals
3684,i would like blue sandals
3685,i need thirty seven
3686,i would like jeans
3687,i would like brown jeans
3689,how much does it cost
3690,the jeans t-shirt too expensive
3691,where is the national gallery
3692,where is the day
3693,which bus goes there
3694,saint pauls cathedral is near bank of england
3695,i would like to go
3696,i want to go
3697,i want to go
3698,where is the british museum
3699,where is big ben
3700,which bus goes there
3701,saint pauls cathedral is near bank of england
3702,i want to go
3703,i want to go
3704,i would like to go
3705,i have no reservation
3706,i have no reservation
3707,i will have two tickets to london
3708,i would like to leave on sunday
3709,i name is thomas
3710,i'm from australia
3711,can i have five tickets to london
3712,i would like to leave on eight tower tomorrow
3713,my name is patrick
3714,i am from austria
3715,can i have two tickets to london
3716,i would like to leave on fifteen o'clock tomorrow
3717,i would like to leave at fifteen o'clock tomorrow
3718,my name is janet
3719,i am from germany
3720,can i have two tickets to london
3721,i would like to leave next week
3722,my name is john
3723,i'm from switzerland
3724,i would like a ticket to london
3725,i would like to leave on saturday morning
3726,how much does it cost
3727,i would like a cheap ticket
3728,my name is stephanie
3729,i am from canada
3730,i have a ticket to green park
3731,i would like to pay with credit card
3732,i would like to pay with credit card
3733,can i have a ticket to piccadilly circus
3734,i would like to pay with mastercard
3735,i would like to pay with dollars
3736,i have smaller notes
3737,can i have a ticket to green park
3738,i would i like to pay with mastercard
3739,i would like to pay with pounds
3740,i have only great note
3741,i have great note
3742,i have only big note
3743,where is the atm
3744,can i have a ticket to green park
3745,i would like to pay with mastercard
3746,can i have three musical tickets
3747,i would like to go on friday evening
3748,can i have three tickets for mamma mia
3749,i have a ticket for this musical
3750,can i have four tickets to london
3751,i would like to leave on eight o'clock tomorrow
3752,i would like to leave on eight tower tomorrow
3753,my name is stephanie
3754,i'm from france
3755,i have a reservation
3756,i i have no reservation
3757,i haven't a reservation
3758,i have no reservation
3759,i have no reservation
3760,i have no reservation
3761,can i have a ticket to london
3762,i would like to leave at seventeen o'clock tomorrow
3763,i would like to leave on friday zimmer tower tomorrow
3764,i would like to leave on thursday one tower tomorrow
3765,my name is andrew
3766,i am from austria
3767,can i have two tickets to london
3768,can i have two tickets to london
3769,i would like to leave on monday morning
3770,my name is sarah
3771,i'm from switzerland
3772,i'm from switzerland
3774,can i have four tickets to london
3775,i would like to leave next week
3776,i would like to leave on next week i would like to leave next week
3777,i would like to leave next week
3778,my name is stephanie
3779,i am from france
3780,can i have two tickets to london
3781,i would like to leave on nine tower morning
3782,my name is james
3783,i am from france
3784,can i have six tickets to london
3785,i would like to leave next week
3786,my name is james
3787,i'm from portugal
3788,can i have four tickets to london
3789,i would like to leave on on for jeans nineteen tower morning
3790,i would like to leave on nineteen tower morning
3791,i want to buy nights o'clock tomorrow
3792,my name is jack
3793,i'm from germany
3794,to like suites
3795,i'd like a suite
3796,i'd like sandals
3797,a room
3798,i would like suites
3799,i would like please
3800,yes i would like the dessert card please
3801,i like the dessert card please
3802,i like a twin francs
3803,i want to pay with euros
3804,i want swiss francs
3805,i would like boots
3806,i would like to pay with swiss francs
3807,i would like to pay with post card please
3808,where is the tate modern
3809,where is madame tussauds
3810,which bus goes there
3811,big ben is near the houses of parliament
3812,where is the british museum
3813,where is the oxford street
3814,which bus goes there
3815,this is near bank of england
3816,a room for nights
3817,i would like go
3818,i would like please
3819,i want to go
3820,i want to go
3821,i would like my steak blue
3822,i would like visa
3823,where is the national gallery
3824,i would like the dessert card please
3825,where is madame tussauds
3826,i would like the dessert card please
3827,which bus goes there
3828,i would like the dessert card please
3829,marble arch is opposite hyde park
3830,i want a single room please
3831,i would like a fanta
3832,i would like the steak
3833,i want white boots
3834,i like a hamburger
3835,i would like my steak rare
3836,i would like the soup of the day
3837,i want my hamburger cooked room please
3838,i would like the please
3839,i would like the dessert menu
3840,i would like the lemon cake
3841,i would like the dessert card please
3842,i would like the bill
3843,i would like to pay with mastercard
3844,i would like three younger sis
3845,i would like the bill please
3846,i would like the bill please
3847,i would like to pay with mastercard
3848,i would like a coffee
3849,i would like the steak
3850,i would like my steak blue
3851,i would like the soup of the day
3852,i would like the dessert menu
3853,i would like the trifle
3854,i would like the bill
3855,i would like to pay with credit card
3856,i have a reservation
3857,i have a nights
3858,i would like a ticket to london
3859,it's
3860,i would like to leave on friday morning
3861,yes i have a reservation
3862,yes i have no reservation please
3863,my name is mona
3864,i am from spain
3865,i will have a reservation
3866,can i have a ticket to london
3867,i would like to leave at forty tower morning
3868,i would like to leave five fourteen o'clock tomorrow
3869,i would like to leave on forty-four tomorrow
3870,my name is maddalena
3871,i am from england
3872,i would like four musical tickets
3874,i would like four tickets for sunday evening
3875,i would like four tickets for the lion
3876,i would like to sit in the third row
3877,i would like tickets for the national gallery
3878,i need three tickets
3879,i would like three musical tickets
3880,i would like three tickets for tuesday evening
3881,i would like three tickets for the lion
3882,i i would like a ticket for this musical
3883,i would like to sit in the fifth row
3884,i would like tickets for the science museum
3885,i would like three tickets
3886,i would like three musical tickets
3887,i would like three tickets for wednesday evening
3888,i would like two tickets for billy elliot
3889,i would like to sit back
3890,i would like tickets for the science museum
3891,i would like two tickets
3892,i'm fine
3893,i would like sandals
3894,i would like white sandals
3895,i need thirty seven
3896,i would like a sweatshirt
3897,i would like green sweatshirt
3898,i need large
3899,this is too large
3900,i do not want this sweatshirt
3901,i do not want this
3902,i'm fine
3903,i would like boots
3904,i would like red boots
3905,i need forty
3906,i would like jeans
3907,i would like a green jeans
3908,i need a small
3909,how much does the jeans cost
3910,this is too expensive
3911,i'm fine
3912,i would like sandals
3913,i would like white sandals
3914,i need thirty six
3915,i would like dessert
3916,i would like a sweatshirt
3917,i need a small
3918,how much does it cost
3919,the shirt is too expensive
3920,i would like a suite
3921,i would like the sunday roast
3922,i would like the sunday roast
3923,i would like my sunday roast rare
3924,i would like peas
3925,this is not what i ordered
3926,i would like the dessert menu
3927,i would like the lemon cake
3928,i would like the bill
3929,i would like the bill
3930,i would like to pay with credit card
3931,i would like to pay with post card
3932,i would like four musical tickets
3933,i would like to go tomorrow evening
3934,i would like four tickets for billy elliot
3935,i would like to sit in the tenth row
3936,i would like tickets for the science museum
3937,i need two tickets
3938,i would like two musical tickets
3939,i would like two tickets for saturday evening
3940,i would like two tickets for the phantom of the opera
3941,i would like to sit in the fifth row
3942,i would like tickets for madame tussauds
3943,i need two tickets
3944,i'm fine
3945,i would like boots
3946,i would like white boots
3947,i need thirty night
3948,i would like a t-shirt
3949,i would like a white tee shirt
3950,i need a small
3951,this is too small
3952,i do not want this t-shirt
3953,i do not want this
3954,i'm fine
3955,i would like boots
3956,i would like white boots
3957,i need forty-one
3958,i would like jeans
3959,i would like a suite please
3960,i need a small
3961,how much does it cost
3962,this is too expensive
3963,i'm fine
3964,i would like boots
3965,i would like blue boots
3966,i need forty
3967,i would like a sweatshirt
3968,i would like a brown sweatshirt
3969,i need a small
3970,this is too four
3971,this is too small
3972,this is too large
3973,i do not want this sweatshirt
3974,i do not want this
3975,i'm fine
3976,i would like sandals
3977,i would like blue sandals
3978,i need thirty nights
3979,i would like ti
3980,i would like white jeans
3981,i need a large
3982,this is too for
3983,this is too far
3984,this is too big
3985,i do not want these jeans
3986,i do not want this
3987,i would like a room for one week
3988,i would like a suite
3989,i would like to pay with post card
3990,is there a lift
3991,where is the lift
3992,my room is dirty
3993,the room has no shampoo
3994,i have not a reservation
3995,i would like two musical tickets
3996,i would like to leave on friday evening
3997,i would like to leave on friday evening
3998,i would like two tickets for mamma mia
3999,i would like to sit in the seventh row
4000,i would like tickets for the natural history museum
4001,i would like four tickets
4002,i would like two musical tickets
4003,i would like a ticket for sunday evening
4004,i would like two tickets for the phantom of the opera
4005,i would like sit in the sixth row
4006,i would like tickets for the national gallery
4007,i need four tickets
4008,i'm fine
4009,i would like sandals
4010,i would like red sandals
4011,i need thirty night
4012,i would like jeans
4013,i would like brown jeans
4014,i need a large
4015,i am this is too small
4016,i do not want these jeans
4017,i do not want this
4018,i'm fine
4019,i would like sandals
4020,i would like red sandals
4021,i need forty-one
4022,i would like a shirt
4023,i would like a t-shirt
4024,i need a large
4025,this is too tight
4026,i do not want this shirt
4027,i do not want this
4028,i'm fine
4029,i would like sandals
4030,i would like brown sandals
4031,i need forty-one
4032,i need a sweatshirt
4033,i would like a white sweatshirt
4034,i need a small
4035,how much does it cost
4036,this is too expensive
4037,i'm fine
4038,i would like sandals
4039,i would like brown sandals
4040,do i need forty four
4041,i would like carrots
4042,i would like pants
4043,i would like a red
4044,i would like go pants
4045,i need large
4046,how much does the pants cost
4047,the pants are too expensive
4048,i'm fine
4049,i would like peas
4050,i would like white boots
4051,i need a forty-three
4052,i would like a shirt
4053,i would like a sweatshirt
4054,i need large
4055,how much does the circus
4056,this is too expensive
4057,i would like a room for six nights
4058,i would like a room for five nights
4059,i would like a junior suite
4060,i would like to pay with post card
4061,i would like to pay with euros
4062,is there a fitness studio
4063,where is the fitness studio
4064,the bathroom is dirty
4065,the room has no hairdryer
4066,the room has no hairdryer
4067,i would like two musical tickets
4068,i would like two musical tickets
4069,i would like a tickets for thursday evening
4070,i would like two tickets for the phantom of the opera
4071,i would like a ticket for this musical
4072,i would like to sit back
4073,i would like tickets for the national gallery
4074,i need two tickets
4075,i would like two musical tickets
4076,i would like a ticket for tonight
4077,i would like two tickets for mamma mia
4078,i would like to sit in the sixth row
4079,i would like tickets for the british museum
4080,i need four tickets
4081,i would like a ticket for the musical
4082,i would like one ticket for the musical
4083,i'm fine
4084,i would like boots
4085,i would like blue boots
4086,i need thirty nine
4087,i would like a t-shirt
4088,i would like a red tee shirt
4089,i need a large
4090,how much does it cost
4091,the t-shirt is too expensive
4092,i'm fine
4093,i would like sandals
4094,i would like brown sandals
4095,i need thirty eight
4096,i would like jeans
4097,i would like white jeans
4098,i need a small
4099,how much does it cost
4100,i buy
4101,the jeans is too expensive
4102,i'm fine
4103,i would like boots
4104,i would like brown boots
4105,can i need forty-two
4106,i need forty-two
4107,i would like pants
4108,i would like purple pants
4109,i need a small
4110,this is too big
4111,i do not want this card
4112,i do not want this
4113,i'm fine
4114,i would like sandals
4115,i would like red sandals
4116,i need forty-one
4117,i would like a sweatshirt
4118,i would like a white sweatshirt
4119,i need large
4120,how much does the sweatshirt cost
4121,the sweatshirt is too expensive
4122,i would like four musical tickets
4123,i would like a ticket for wednesday evening
4124,i would like four tickets for mamma mia
4125,i would like to sit back
4126,i would like to sit back
4127,i would like tickets for the natural history museum
4128,i need two tickets
4129,i would like a carbonated water
4130,i would like the sunday roast
4131,i would like my sunday roast medium
4132,i would like some mashed potatoes
4133,i would like the dessert menu
4134,i would like the vanilla ice cream
4135,i would like a room
4136,i would like the vanilla ice cream
4137,i would like the bill
4138,i would like to pay with post card
4139,i would like a still water
4140,i would like a hamburger
4141,i would like my hamburger medium
4142,i would like french fries
4143,i would like fries
4144,i would like friday
4145,i would like two tickets to london
4146,i would like to leave on saturday evening
4147,my name is barbara
4148,i am from ireland
4149,where is the zoo
4150,where is the piccadilly circus
4151,which bus goes there
4152,big ben is near the houses of parliament
4153,i would like to go
4154,i'm fine
4155,i'm fine
4156,i would like boots
4157,i would like a swiss
4158,i need a forty-three
4159,i need forty-three
4160,i would like a sweatshirt
4161,i would like a suite sweatshirt
4162,i need large
4163,how much does it cost
4164,the sweatshirt is too expensive
4165,i'm fine
4166,i would like boots
4167,i would like brown boots
4168,i need a forty-three
4169,i would like pants
4170,i would like green pants
4171,i need large
4172,this is too small
4173,i do not want this pants
4174,i do not want this
4175,i would like a lemonade
4176,i would like the steak
4177,i would like my steak well done
4178,i would like carrots
4179,this is not what i ordered
4180,i would like the dessert menu
4181,i would like the lemon cake
4182,i would like the bill
4183,i would like to pay with visa
4184,i would like a still water
4185,i would like the sunday roast
4186,i would like my sunday roast rare
4187,i would like a fanta
4188,i would like a fanta
4189,i would like leave at
4190,i would like the dessert menu
4191,i would like the scones
4192,i would like the bill
4193,i would like to pay with post card
4194,i would like a fanta
4195,i would like a hamburger
4196,i would like my hamburger medium
4197,i would like a baked potato
4198,i would like the dessert menu
4199,i would like the custard mastercard
4200,i would like the bill
4201,i would like to pay with credit card
4202,i would like two musical tickets
4203,i would like to leave on thursday evening
4204,i would like tickets for thursday evening
4205,i would like two tickets for starlight express
4206,i would like to sit in the tenth row
4207,i would like tickets for the natural history museum
4208,i need four tickets
4209,i would like two musical tickets
4210,i would like a ticket for sunday tuesday evening
4211,i would like a ticket for saturday evening
4212,i would like two tickets for the lion
4213,i would like to sit in the middle
4214,i would like tickets for the natural history museum
4215,i would like a ticket
4216,i would like two musical tickets
4217,i would like a ticket for thursday evening
4218,i would like a ticket for billy elliot
4219,i would like to sit in the sandals
4220,i would like tickets for madame tussauds
4221,i need three tickets
4222,i am fine
4223,i would like boots
4224,i would like white boots
4225,i need forty-one
4226,i would like pants
4227,i would like pants
4228,i would like brown pants
4229,i need a small
4230,this is dessert
4231,this is too big
4232,i do not want this pants
4233,i do not want this
4234,i'm fine
4235,i would like boots
4236,i would like blue boots
4237,i need thirty six
4238,i would like a t-shirt
4239,i would like a pink tee shirt
4240,i need large
4241,this is too big
4242,i do not want this t-shirt
4243,i do not want this
4244,i'm fine
4245,i would like sandals
4246,i would like brown sandals
4247,i need thirty eight
4248,i would like pants
4249,i would like pants
4250,i would like to pants
4251,i need a large
4252,how much is it cost
4253,this is too expensive
4254,where is the natural history museum
4255,where is the oxford street
4256,which bus goes there
4257,marble arch is opposite hyde park
4258,i would like to go
4259,i want to go
4260,i would like go
4261,i would like a orange juice
4262,i would like a hamburger
4263,i would like my hamburger well done
4264,i would like a goulash soup
4265,i would like the dessert menu
4266,i would like the rhubarb pie
4267,i would like the bill
4268,i would like to pay with visa
4269,i would like a orange juice
4270,i would like the steak
4271,i would like my steak medium
4272,i would like a tea
4273,i would like peas
4274,i would like some beans
4275,this is not what i ordered
4276,i would like the dessert menu
4277,i would like the lemon cake
4278,i would like the bill
4279,i would like to pay with credit card
4280,i would like a ticket to piccadilly circus
4281,i would like to pay with mastercard
4282,i would like to pay with swiss francs
4283,i have smaller notes
4284,i would like a ticket to westminster
4285,i would like to pay with mastercard
4286,i would like two musical tickets
4287,i would like to go on thursday evening
4288,i would like two tickets for the phantom the opera
4289,i would like to sit francs
4290,i would like tickets for the british museum
4291,i need two tickets
4292,i would like two musical tickets
4293,i would like to go on saturday evening
4294,i would like two tickets for mamma mia
4295,i would like to sit in the eighth row
4296,i would like tickets for the natural history museum
4297,i need four tickets
4298,i would like four musical tickets
4299,i would like a ticket for monday evening
4300,i would like four tickets for wicked
4301,i would like to sit in the sixth row
4302,i would like tickets for the natural history museum
4303,i would like tickets for the natural history museum
4304,i need three tickets
4366,i will
4367,i will have a reservation
4368,i have a reservation
4369,i have a reservation
4370,i have a reservation
4371,i don't have a reservation
4372,i will have a red
4373,i will i do not have a
4374,i do not have a reservation
4376,euro
4377,hello a reservation
4378,i want a room for three nights
4379,i will a room for
4380,i want a single room
4381,i would like a room for
4382,i want i want pay with credit card
4383,can i pay by credit card
4384,i want a hotel bar
4385,i want a room for i
4386,i want a hotel bar
4387,i will a room for four nights
4388,i would
4389,i want a boots
4390,i want a suite
4391,i want a pay by mastercard
4392,i would like a pay visa card
4393,there a hairdresser
4394,i want a
4395,i want a
4396,i want a
4397,i will i buy a hairdryer
4398,i would like a ticket to london
4399,i would like a ticket to london
4400,i would like to leave a i want o'clock
4401,my name is nick
4402,i want go post card
4403,i am from scotland
4404,i will a post card
4405,i would in for i one musical ticket
4406,i want to go i where i want a i one p m
4407,i will i want four tickets for the i want go row
4408,i want four tickets for the a row
4409,i would like to sit in the eighth row
4410,i would like a seven row
4411,i would like a yellow row row
4412,i will i will pay four tickets for the london eye
4413,i would like a row
4414,i want a
4415,i want a
4416,i want a
4417,i would like a room for five nights
4418,i would like to have a twin room
4419,a twin room please
4420,can i pay with credit card
4421,there is there a hairdresser
4422,is there a hairdresser
4423,where is the hairdresser
4424,i would leave three tickets for london
4425,i would like three tickets to london
4426,i have a reservation
4427,no i do not have a reservation
4428,i would like to have a room for three nights
4429,i would like a room for three nights
4430,i would leave a twin room
4431,a twin room please
4432,i would pay with the post card
4433,i would like to pay by post card
4434,is there a fitness studio
4435,who is the fitness studio
4436,where is the gym
4438,i want to leave four musical tickets
4439,four tickets for sunday i will
4440,i want four tickets for sunday night
4441,i need four tickets for the king australia
4442,i want four tickets for the lion king
4443,two tickets for the musical
4444,i would sit in the fourth i have
4445,i would like to sit in the fourth row
4446,have menu two tickets for the science museum
4447,leave three tickets
4448,i want leave four tickets to london
4449,i want to leave at twenty one steak i one o'clock tomorrow
4450,i want to leave at nine o'clock tomorrow
4451,how much does it cost
4452,i want i want a cheaper ticket
4453,i want leave for rooms for i would leave a room for four nights
4454,i want to leave a room for four nights
4455,i want a double room
4456,can i pay by post card
4457,is there a hotel bar
4458,who is the hotel bar
4459,where is the hotel bar
4460,i would like to is i will
4461,i want i want i want can i want i want my toilet is dirty
4462,my toilet is dirty
4463,where is the hairdryer
4464,where i can buy a hairdryer
4465,i will have where i can portrayed a hairdryer
4466,where can post pay a hairdryer
4467,i do not have a reservation
4468,i would don't have a reservation
4469,i do not have a reservation
4470,i will have not a reservation
4471,i want to leave a room for four nights
4472,i want a room
4473,a single room
4474,can i pay by mastercard
4475,is there a lift
4476,i'm large
4477,i'm good
4478,i am a
4479,i'm good
4481,i am looking for sandals
4482,i want leave like canada
4483,thirty eight
4484,i want t-shirt
4485,i want to leave a green shirt
4486,grand
4487,how much cost this shirt
4488,how much is this shirt
4489,the shirt is too expensive
4490,i would like a fanta
4491,i would leave a steak
4492,i want the steak
