Id,RecResult,Confidence
10266,my name is silvia,1.0 1.0 1.0 1.0
10268,i come from turkey,1.0 0.97 1.0 0.54
10269,i want four tickets to london,1.0 1.0 1.0 1.0 1.0 1.0
10270,i would like to leave on saturday evening,1.0 1.0 1.0 1.0 1.0 1.0 0.79 1.0
10271,my name is sarah,1.0 1.0 1.0 1.0
10272,i come from france,1.0 0.95 1.0 0.86
10273,i want four tickets to london,1.0 1.0 1.0 1.0 1.0 1.0
10274,i would like to leave at nine o'clock in the morning,1.0 1.0 1.0 1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0
10275,i would like to leave tomorrow at nine o'clock,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
10276,i would like to leave at nine o'clock tomorrow,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
10277,my name is mona,1.0 1.0 1.0 1.0
10278,i come from switzerland,0.99 0.59 0.72 1.0
10279,i want four tickets to london please,1.0 1.0 1.0 1.0 1.0 1.0 1.0
10280,i would like to leave on tuesday afternoon,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.99
10281,my name is nick,1.0 1.0 1.0 1.0
10282,i come from germany,0.94 0.49 1.0 0.8
10283,i want a room for six nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
10284,i want a twin room,1.0 1.0 1.0 1.0 1.0
10285,i would like to pay with visa,1.0 1.0 1.0 1.0 1.0 1.0 1.0
10286,i would like to pay with swiss francs,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
10287,is there a gym,0.99 0.99 0.99 1.0
10288,i don't have a reservation,1.0 1.0 1.0 1.0 1.0
10289,i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0
10290,i want a room for three nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
10291,i would like a twin room,1.0 1.0 1.0 1.0 1.0 1.0
10292,i would like a suite,1.0 1.0 1.0 1.0 1.0
10293,i would like a double room,1.0 1.0 1.0 1.0 1.0 1.0
10294,i would like to pay with the post card,1.0 1.0 1.0 1.0 1.0 1.0 0.99 1.0 0.99
10295,is there a gym,1.0 1.0 1.0 1.0
10296,i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0
10297,i want a room for seven nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
10298,i would like a twin room,1.0 1.0 1.0 1.0 1.0 1.0
10299,i would like to pay with mastercard,1.0 1.0 1.0 1.0 1.0 1.0 0.99
10300,is there a swimming pool,1.0 1.0 1.0 1.0 1.0
10301,where is the swimming pool,1.0 1.0 1.0 1.0 1.0
10302,my bathroom is dirty,1.0 1.0 1.0 1.0
10303,i do not have a hairdryer in the room,0.99 0.75 1.0 1.0 1.0 1.0 1.0 0.99 1.0
10304,i would like a room for two nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
10305,i would like a double room,1.0 1.0 1.0 1.0 1.0 1.0
10306,i would like to pay with visa,1.0 1.0 1.0 1.0 1.0 1.0 1.0
10307,i would like to pay with swiss francs,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
10308,is there a market,1.0 1.0 1.0 0.64
10309,is there a supermarket,1.0 1.0 1.0 1.0
10310,is there a supermarket,1.0 1.0 1.0 0.97
10311,i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0
10312,i want a room for one week,1.0 1.0 1.0 1.0 1.0 1.0 1.0
10313,i would like a double room,1.0 1.0 1.0 1.0 1.0 1.0
10314,i want a room for four nights,1.0 1.0 0.99 1.0 1.0 1.0 1.0
10315,can i have a double room,1.0 1.0 1.0 1.0 1.0 1.0
10316,i want to have i want to pay by mastercard,1.0 1.0 0.99 0.93 1.0 1.0 1.0 1.0 1.0 0.99
10317,i want to pay by mastercard,1.0 1.0 1.0 1.0 1.0 0.99
10318,can you can't have a single room,0.44 0.7 0.4 0.64 0.69 0.78 0.79
10319,is there a hotel restaurant,1.0 1.0 1.0 1.0 1.0
10320,my name is nick,1.0 1.0 1.0 0.98
10321,my name is james,1.0 1.0 1.0 0.69
10322,i'm from switzerland,0.77 1.0 1.0
10323,restaurant is not in africa,0.9 1.0 1.0 1.0 1.0
10324,switzerland is in europe,1.0 0.92 0.9 0.87
10325,this is okay,0.99 0.98 0.99
10326,the capital of switzerland is for,0.99 1.0 1.0 1.0 0.98 0.4
10327,i have four older brothers,1.0 1.0 1.0 1.0 0.9
10328,i go in holidays,1.0 0.95 0.92 0.97
10330,this is my passport,0.76 1.0 1.0 1.0
10331,i want a ticket to trafalgar square,1.0 1.0 1.0 1.0 1.0 1.0 1.0
10332,i would like to pay by post card,1.0 1.0 1.0 1.0 1.0 1.0 0.99 0.99
10333,i would like a still water,1.0 1.0 1.0 1.0 0.98 0.98
10334,i would like sandals,1.0 1.0 1.0 0.48
10335,i would like a hamburger,1.0 1.0 1.0 1.0 1.0
10336,i would like a hamburger,1.0 1.0 1.0 1.0 1.0
10337,i want my hamburger medium,1.0 1.0 1.0 1.0 1.0
10338,can i have mashed potato,1.0 1.0 1.0 1.0 1.0
10339,i would like the dessert card,1.0 1.0 1.0 1.0 0.99 1.0
10340,the dessert menu please,1.0 1.0 1.0 1.0
10341,i would like to postcard for,1.0 1.0 1.0 0.5 0.92 0.48
10342,i would like pay with mastercard,1.0 1.0 1.0 0.65 0.48 0.86
10343,i would like the bill please,1.0 1.0 1.0 0.99 0.99 1.0
10344,i want to pay by credit card,1.0 1.0 1.0 1.0 1.0 1.0 0.99
10345,can i pay by credit card,1.0 1.0 1.0 1.0 0.93 0.94
10346,i would like a tea,1.0 1.0 1.0 1.0 1.0
10347,can i have a tea,1.0 1.0 1.0 0.99 0.96
10348,i would like a tea,1.0 1.0 1.0 1.0 1.0
10349,i would like a tea please,1.0 1.0 1.0 1.0 0.7 1.0
10350,i want my steak blue,1.0 1.0 1.0 1.0 0.38
10351,can i have mashed potato,0.97 1.0 1.0 1.0 1.0
10352,can i have the dessert menu,1.0 1.0 1.0 1.0 0.99 1.0
10353,the dessert menu,1.0 1.0 1.0
10354,i want a shop with by,1.0 1.0 0.58 0.84 0.83 0.27
10355,can i have the bill please,1.0 1.0 1.0 0.98 0.98 0.89
10356,i would like the check,1.0 1.0 1.0 1.0 1.0
10357,can i pay by credit card,1.0 1.0 1.0 1.0 1.0 1.0
10358,i'm fine,0.73 1.0
10361,thirty eight,0.98 0.95
10362,can i have boots,1.0 1.0 1.0 0.83
10363,i am looking for trousers,0.99 0.99 1.0 1.0 1.0
10364,i want red please,1.0 1.0 0.38 0.57
10366,i am a large,0.99 0.9 0.91 1.0
10367,how much is this,1.0 1.0 1.0 0.99
10368,the from postcard tomorrow,0.32 0.5 0.61 0.56
10369,the trafalgar square,0.99 1.0 1.0
10370,i want a room for four nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
10371,i want a room for two nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
10372,can i have a double room,1.0 1.0 1.0 1.0 1.0 1.0
10373,i want to pay by visa card,1.0 1.0 1.0 1.0 1.0 1.0 1.0
10374,is there a swimming pool,1.0 1.0 1.0 1.0 1.0
10375,where is the swimming pool,1.0 1.0 1.0 1.0 1.0
10376,i would like a coke,1.0 1.0 1.0 0.98 0.95
10377,i would like the sunday roast,1.0 1.0 1.0 0.99 1.0 1.0
10378,i would like the sunday roast,1.0 1.0 1.0 0.99 1.0 1.0
10379,i would like my sunday roast rare,1.0 1.0 1.0 1.0 1.0 1.0 1.0
10380,i would like carrots,1.0 1.0 1.0 0.88
10381,i would like the dessert menu,1.0 1.0 1.0 1.0 0.99 1.0
10382,the dessert menu please,1.0 1.0 1.0 1.0
10383,i would like the carrot cake,1.0 1.0 1.0 1.0 0.98 1.0
10384,i would like the check,1.0 1.0 1.0 1.0 1.0
10385,i want to pay by visa card,1.0 1.0 1.0 1.0 1.0 1.0 1.0
10386,can i pay with visa,1.0 1.0 1.0 1.0 1.0
10387,can i have a ticket to westminster,1.0 1.0 1.0 1.0 1.0 1.0 1.0
10388,can i pay with the credit card,1.0 1.0 1.0 1.0 0.93 1.0 1.0
10389,i am looking for the natural history museum,0.93 0.93 1.0 1.0 1.0 1.0 1.0 1.0
10390,where is the tower,1.0 1.0 1.0 0.98
10391,where is the city,1.0 1.0 1.0 0.99
10392,the tower is near tower bridge,1.0 1.0 1.0 1.0 1.0 1.0
10393,where is the zoo,1.0 1.0 1.0 1.0
10394,where is madame tussauds,1.0 1.0 1.0 1.0
10396,which bus goes there,1.0 1.0 1.0 1.0
10397,big ben is next to the houses of parliament,1.0 1.0 1.0 1.0 1.0 1.0 0.91 1.0 1.0
10398,i don't know,1.0 1.0 0.99
10399,i want to go,1.0 1.0 1.0 1.0
10400,i want room,1.0 1.0 0.69
10401,sorry i need to go,1.0 1.0 1.0 1.0 1.0
10402,i would like four musical tickets,1.0 1.0 1.0 1.0 1.0 0.99
10403,i want two tickets for friday night,1.0 1.0 0.52 0.65 1.0 1.0 0.99
10404,four tickets for king of the lions,1.0 1.0 1.0 1.0 0.98 0.98 0.57
10405,i want four tickets for the lion king,1.0 1.0 0.99 1.0 1.0 0.94 1.0 0.99
10406,i want to sit thirty nine,1.0 1.0 1.0 1.0 0.67 0.88
10407,i want to sit in the back,1.0 1.0 1.0 1.0 1.0 1.0 0.45
10408,can i have tickets for the natural history museum,0.98 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
10409,one ticket please,1.0 1.0 1.0
10410,can i have one ticket,0.98 1.0 0.64 0.6 0.63
10411,i'm fine,0.9 1.0
10412,i would like some boots,1.0 1.0 1.0 0.99 1.0
10413,i would like red boots,1.0 1.0 1.0 1.0 1.0
10414,thirty nine,1.0 0.99
10415,i would like a sweet shirt,1.0 1.0 1.0 0.58 0.87 0.9
10416,i would like a sweatshirt,1.0 1.0 1.0 1.0 1.0
10417,i would like a white sweatshirt,1.0 1.0 1.0 0.99 1.0 1.0
10418,i want which,0.73 1.0 0.4
10419,this is too large,1.0 1.0 1.0 1.0
10420,i want master sweatshirt,1.0 1.0 0.29 0.95
10421,i do not want this sweatshirt,1.0 1.0 1.0 1.0 1.0 1.0
10422,i don't want master please,1.0 0.5 0.99 0.7 0.71
10423,no i do not want this,1.0 1.0 1.0 1.0 1.0 0.86
10424,i don't have a reservation,1.0 1.0 1.0 1.0 1.0
10425,you can't use help at the silver level,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
10426,i'm good,0.43 0.4
10427,you can't use help at the silver row,1.0 1.0 1.0 1.0 1.0 1.0 0.92 0.8
10428,to can't use help at the silver level,0.32 1.0 1.0 1.0 1.0 1.0 1.0 1.0
10429,i don't have a reservation,1.0 1.0 1.0 1.0 1.0
10430,i have not a reservation,1.0 1.0 0.99 0.98 1.0
10431,i'm a,0.69 0.34
10432,large a store,0.51 0.89 1.0
10433,i want a room for three nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
10434,can i have a single room,1.0 1.0 1.0 1.0 1.0 1.0
10435,i want to pay by mastercard,1.0 1.0 1.0 1.0 1.0 0.99
10439,is there a hairdresser,1.0 1.0 1.0 1.0
10440,my name is silvia,1.0 1.0 1.0 1.0
10441,i'm from switzerland,0.97 1.0 1.0
10443,the capital city of switzerland is bern,1.0 1.0 1.0 1.0 1.0 1.0 0.99
10444,i have two younger sisters,1.0 1.0 1.0 1.0 1.0
10446,i go in the holidays,1.0 1.0 1.0 0.98 0.96
10447,this is my passport,0.89 0.89 1.0 1.0
10448,this is my passport,0.99 1.0 1.0 1.0
10449,i want a ticket to green park,1.0 1.0 1.0 1.0 1.0 1.0 1.0
10450,can i pay by credit card,1.0 1.0 1.0 1.0 1.0 1.0
10451,i would like two musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
10453,i want to go at friday night,1.0 1.0 0.99 0.96 0.95 1.0 0.99
10454,i would like to go on friday evening,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
10455,can i have two tickets for wicked,1.0 1.0 1.0 1.0 1.0 1.0 1.0
10459,i'd like two tickets,0.71 0.81 0.94 1.0
10460,i want to buy the tickets,0.92 0.91 0.83 0.93 0.3 0.51
10461,i want to pay with the tickets,1.0 1.0 1.0 1.0 0.92 0.62 1.0
10462,i would like to sit in the sixth row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
10463,i would like tickets for the natural history museum,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
10464,three tickets please,1.0 1.0 0.99
10465,three tickets,1.0 1.0
10466,can i have three tickets,1.0 1.0 1.0 1.0 1.0
10467,where is the tate modern,1.0 1.0 1.0 1.0 1.0
10468,where is the piccadilly circus,1.0 1.0 1.0 1.0 1.0
10469,a room for one week,1.0 1.0 1.0 0.56 0.56
10470,double room,0.89 0.9
10471,double room,0.98 0.99
10472,blue boots,0.69 0.75
10473,i want to pay with post card,1.0 1.0 0.97 0.94 0.93 0.53 0.53
10474,i want to pay with post card,1.0 0.99 0.76 1.0 0.91 0.5 0.5
10475,i would like to pay with credit card,1.0 1.0 1.0 0.59 0.62 0.51 0.32 0.38
10476,is there a pool,0.82 0.82 0.82 0.18
10477,where is the super store,0.71 0.82 0.56 0.52 0.65
10478,i a reservation,0.35 0.35 0.4
10479,i have a reservation,1.0 0.73 0.96 1.0
10482,i have a reservation,1.0 0.77 0.89 1.0
10483,a room for five nights,0.67 1.0 1.0 0.96 0.99
10484,a room for six nights,0.91 1.0 1.0 0.94 1.0
10486,twin room,0.93 1.0
10487,single room,1.0 1.0
10492,a room for,0.61 0.94 0.94
10493,where is the hotel bar,1.0 1.0 1.0 1.0 1.0
10494,my room is dirty,0.92 1.0 1.0 1.0
10495,where is the hairdryer,0.95 0.97 0.94 0.82
10496,a room for three nights,1.0 1.0 1.0 0.72 0.99
10497,a room for six nights,0.99 1.0 1.0 0.94 0.96
10499,i want three tickets,1.0 1.0 0.73 0.71
10500,i want to pay with post card,1.0 1.0 0.84 0.85 0.95 0.56 0.9
10502,i want to pay with card,1.0 1.0 0.95 0.96 1.0 0.5
10504,for,0.68
10507,where is the hairdresser,1.0 1.0 0.93 1.0
10509,i don't have a reservation,1.0 0.99 1.0 1.0 1.0
10510,i'm a forty,0.44 0.57 0.77
10511,i'd like a room for nights,0.58 0.59 0.53 0.85 0.45 0.43
10512,i'd like a room for six nights,0.96 1.0 1.0 1.0 1.0 0.99 1.0
10513,i want a room please,0.88 0.88 0.77 0.96 0.57
10515,for,0.17
10517,i want to pay with credit card,1.0 1.0 0.95 1.0 1.0 1.0 1.0
10518,is there a hairdresser,1.0 1.0 1.0 1.0
10519,where is the hairdresser,1.0 1.0 0.99 1.0
10520,i like four tickets to london,0.61 0.78 0.65 0.61 0.58 0.57
10521,i would like to leave at thursday afternoon,1.0 1.0 1.0 0.98 0.99 0.77 1.0 1.0
10522,i want to leave on thursday afternoon,1.0 1.0 0.95 0.95 0.65 1.0 1.0
10523,i want to leave at tuesday afternoon,1.0 1.0 1.0 1.0 0.93 0.99 1.0
10524,a shirt,0.38 0.63
10525,i'm from england,0.56 0.88 0.88
10526,i'd like three tickets to london,0.93 1.0 1.0 1.0 0.95 0.9
10527,i want to leave at monday night,1.0 1.0 1.0 1.0 0.93 1.0 0.74
10528,my name is janet,1.0 1.0 1.0 0.93
10529,i am from turkey,1.0 0.82 0.78 0.43
10530,i'd like a ticket to london,0.79 1.0 0.94 0.88 0.9 0.85
10532,i would like a ticket to london,1.0 1.0 1.0 0.73 0.72 1.0 0.94
10533,i want to leave at thursday afternoon,1.0 1.0 1.0 1.0 0.94 0.92 1.0
10534,i want to leave at thursday afternoon,1.0 1.0 1.0 1.0 0.99 0.99 1.0
10536,my name is nick,1.0 1.0 1.0 0.73
10537,i am from australia,0.76 0.75 1.0 1.0
10538,i need large,0.86 0.63 0.68
10542,i would like a hairdresser,1.0 1.0 1.0 0.59 0.9
10543,forty four,0.93 0.86
10544,i would boots,0.5 0.45 0.16
10547,where is the zoo,1.0 1.0 1.0 1.0
10548,i'm for evening,0.28 0.33 0.42
10549,where is the big ben,1.0 1.0 0.93 0.81 0.78
10550,which bus goes there,1.0 1.0 1.0 1.0
10551,saint pauls cathedral is near the bank of england,1.0 1.0 1.0 1.0 1.0 0.87 0.99 0.66 0.65
10552,where is the natural history museum,0.94 0.94 1.0 0.96 1.0 1.0
10553,where is the history museum,1.0 1.0 0.99 0.98 0.98
10554,i am looking for the natural history museum,0.96 0.96 1.0 1.0 1.0 0.99 1.0 1.0
10555,where is madame tussauds,1.0 1.0 1.0 0.99
10556,which bus goes there,1.0 1.0 1.0 1.0
10557,i would neurosurgery would would,0.94 0.78 0.53 0.34 0.14
10558,this is near of the bank of england,1.0 1.0 1.0 0.85 1.0 1.0 1.0 1.0
10559,this is near the bank of england,0.87 1.0 1.0 1.0 1.0 1.0 1.0
10560,i like a coffee,0.93 1.0 1.0 0.99
10561,i want pay,1.0 0.99 0.51
10562,france is paris,0.59 0.59 0.59
10563,i would like the steak,1.0 1.0 1.0 0.81 0.87
10564,i would like to stay coast museum,1.0 1.0 1.0 0.58 0.59 0.25 0.92
10565,i want my steak medium,1.0 1.0 1.0 1.0 0.98
10566,i like a room,1.0 0.93 0.56 0.41
10567,i would like some beans,1.0 0.99 1.0 0.57 0.28
10569,i would like the dessert card,1.0 1.0 1.0 0.89 0.99 1.0
10570,the dessert menu please,1.0 1.0 1.0 1.0
10571,i like to go,1.0 0.91 0.79 0.83
10572,i want the bill,1.0 1.0 0.99 0.98
10574,i like four musical tickets,0.6 0.97 0.8 1.0 0.8
10575,i want to leave at sunday evening,1.0 1.0 0.85 0.82 0.68 0.93 1.0
10577,a ticket for with dollars,0.93 0.93 1.0 0.74 0.78
10578,a ticket for the bar,0.77 0.77 0.98 0.72 0.29
10579,i want one ticket for the lion king,1.0 1.0 0.92 0.93 1.0 0.98 0.95 0.87
10580,i want to sit in the by euros,1.0 1.0 0.7 0.72 0.64 0.44 0.33 0.37
10581,i want,1.0 0.85
10582,i want to sit in the fifth row,1.0 1.0 1.0 1.0 1.0 1.0 0.91 0.97
10583,i would like tickets for the british museum,0.95 0.69 1.0 0.98 1.0 1.0 1.0 1.0
10584,i want water,0.58 0.66 0.22
10585,i would like one ticket,1.0 1.0 1.0 1.0 1.0
10586,i like,0.78 0.47
10587,i'd like tickets for the piccadilly circus,0.57 1.0 0.96 1.0 1.0 0.88 0.88
10588,i would like tickets for the piccadilly circus,1.0 1.0 1.0 0.98 1.0 1.0 1.0 1.0
10589,i want to pay with visa,1.0 1.0 0.99 1.0 1.0 1.0
10590,my name is brian,0.99 0.98 0.98 0.61
10591,on holiday,0.25 0.44
10592,the capital of turkey is ankara,1.0 1.0 1.0 0.98 0.98 0.98
10593,i would four older brothers,1.0 0.92 0.98 0.99 1.0
10594,i'm going on holidays,0.57 0.87 0.95 0.94
10595,i am going on holidays,0.57 0.56 0.97 0.97 0.99
10596,have it is my passport,0.8 0.77 0.79 1.0 1.0
10597,what i ordered,0.55 0.75 0.53
10598,have,0.23
10599,my name is nick,1.0 1.0 1.0 0.99
10600,i am from australia,0.73 0.59 0.86 0.77
10601,i am from australia,1.0 1.0 1.0 0.98
10602,pie austria,0.48 0.65
10603,i am on holidays,1.0 0.87 0.82 0.75
10604,turkey isn't africa,0.85 0.88 1.0
10605,thirty is not in africa,0.52 0.86 1.0 1.0 1.0
10606,a twin room,1.0 1.0 1.0
10607,the apple pie,0.61 0.62 0.64
10608,with post card,0.39 0.48 0.53
10609,i have pie,0.57 0.71 0.78
10610,the capital of turkey is ankara,1.0 1.0 1.0 1.0 1.0 1.0
10611,i go four younger brothers,0.99 0.46 0.91 0.69 1.0
10612,i am going on holidays,0.73 0.72 0.68 0.93 1.0
10613,this is my passport,0.87 0.99 1.0 1.0
10614,my name is nick,1.0 0.99 0.99 0.96
10615,i am a forty row,0.72 0.72 0.51 0.51 0.81
10616,the capital of portugal is lisbon,1.0 1.0 1.0 1.0 0.95 0.94
10617,i would four sisters,0.96 0.46 0.93 0.84
10618,i am going on holidays,1.0 1.0 0.89 1.0 0.68
10620,this is my passport,1.0 1.0 1.0 1.0
10621,yes it is my passport,1.0 0.95 0.99 1.0 1.0
10622,i like a hamburger,0.77 0.99 0.89 0.31
10623,i have a hairdryer,1.0 0.8 0.9 0.33
10624,i would like the sunday roast,1.0 1.0 1.0 0.96 0.98 0.98
10625,i like buy,1.0 1.0 0.49
10626,i would like my sunday roast well done,1.0 1.0 1.0 0.76 0.79 0.79 0.8 0.8
10627,i would like my sunday roast well done,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
10628,i would like boots,1.0 0.99 1.0 0.75
10629,i would like some mushrooms please,1.0 0.9 1.0 0.77 0.64 0.95
10630,this is buy a hotel room,1.0 0.99 0.49 0.64 0.66 0.99
10631,this is not what i ordered food,1.0 1.0 1.0 0.99 0.99 0.75 0.74
10632,i would like the dessert menu,0.87 0.51 0.99 0.99 0.99 1.0
10633,i want the dessert menu,1.0 1.0 1.0 0.79 1.0
10635,i would like a,0.98 0.49 0.65 0.63
10636,i am on holidays,1.0 0.94 0.79 0.55
10637,i like a steak,0.58 1.0 0.92 0.39
10638,i would like my steak well done,0.99 0.89 1.0 1.0 1.0 1.0 1.0
10639,i like sandals,0.89 0.85 0.59
10640,holidays,0.75
10641,i would like the dessert menu,0.72 0.71 1.0 1.0 1.0 1.0
10642,where i can buy mastercard please,0.88 0.97 0.54 0.48 0.62 0.99
10644,i want the bill,1.0 1.0 1.0 1.0
10645,i want to pay with credit card,1.0 1.0 1.0 1.0 1.0 0.99 0.99
10646,i want to pay with credit card,1.0 1.0 1.0 1.0 1.0 0.95 0.99
10647,can i pay by credit card,1.0 1.0 1.0 1.0 1.0 1.0
10648,i would like a hamburger,0.82 0.63 1.0 1.0 0.9
10649,i like a sunday room,1.0 1.0 0.98 0.46 0.57
10650,i'd like my sunday roast rare,0.57 1.0 1.0 1.0 1.0 0.97
10651,can i have a,0.99 1.0 1.0 0.54
10652,can i have a hotel,1.0 1.0 1.0 0.67 0.3
10653,can i have brown i have a room for four,1.0 1.0 1.0 0.5 0.98 1.0 1.0 0.86 0.89 0.76
10654,that is my ordered food,0.8 0.8 0.64 0.99 1.0
10656,that is my passport,0.98 0.99 0.99 0.91
10657,yes i'd like a water without,0.9 0.96 0.99 0.97 0.78 0.43
10658,yes i'd like boots,0.98 0.98 0.98 0.69
10659,i'd like a hamburger,0.72 1.0 1.0 1.0
10660,i'd like my hamburger where coast,0.72 1.0 1.0 1.0 0.76 0.28
10661,i have some purple shirt,0.69 1.0 0.7 0.68 0.74
10662,can i have a potato,0.65 0.98 1.0 0.58 0.94
10663,i want to pay with dollars,1.0 0.97 0.93 0.89 0.88 0.3
10664,this is my older pool,1.0 1.0 0.76 0.43 0.44
10665,this is not what i ordered,1.0 1.0 1.0 0.99 0.99 0.55
10666,i like speak with manager,0.51 1.0 0.78 0.9 0.89
10667,i want the ordered food,1.0 0.99 0.94 0.96 0.97
10669,i want the dessert menu,1.0 1.0 1.0 0.83 1.0
10670,i want the carrot cake,1.0 1.0 0.76 1.0 1.0
10671,i want the bill,1.0 1.0 0.55 0.55
10672,i want to pay with mastercard,1.0 0.98 0.95 1.0 1.0 0.98
10673,i want to pay by mastercard,1.0 0.98 0.68 1.0 1.0 0.99
10674,i want to pay by mastercard,1.0 1.0 1.0 1.0 1.0 0.99
10676,no i have not a reservation,1.0 1.0 0.99 0.99 1.0 1.0
10677,a room for three nights please,0.71 1.0 1.0 0.99 1.0 0.91
10678,single room,0.67 0.58
10679,single room,0.5 0.53
10680,single room,1.0 1.0
10681,i want to pay by post card,1.0 1.0 1.0 1.0 1.0 0.99 0.99
10682,i would like to pay with by post card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.73 0.72
10684,is there a supermarket,0.99 0.99 0.99 1.0
10685,there is there a supermarket,0.27 1.0 1.0 1.0 0.98
10686,is there a supermarket,1.0 1.0 1.0 0.85
10687,i'd like six tickets to london,0.94 1.0 0.99 1.0 1.0 1.0
10688,i want to leave at thursday morning,1.0 1.0 1.0 1.0 0.99 1.0 0.92
10689,my name is andy,1.0 1.0 1.0 0.73
10690,i'm from canada,0.69 0.97 0.92
10691,i would like four tickets to london,0.52 0.51 1.0 1.0 1.0 1.0 1.0
10692,i want to leave uh evening,0.99 0.98 0.92 0.64 0.36 0.93
10693,i want to leave at thursday night,1.0 1.0 1.0 1.0 1.0 0.56 0.76
10694,i would like a vanilla,1.0 0.82 0.79 0.45 0.32
10695,my name is sarah,1.0 1.0 1.0 0.78
10696,i'm from france,0.92 0.99 0.64
10697,i would like two tickets to london,0.98 0.93 1.0 1.0 1.0 1.0 1.0
10698,a room for seven nights,0.92 0.92 0.92 0.6 0.98
10699,i want with uh,1.0 0.96 0.74 0.62
10701,where is the lift,0.48 0.43 0.33 0.23
10702,i'm from canada,0.5 0.65 0.64
10703,buy with,0.71 0.71
10704,i from austria,0.52 0.52 0.32
10705,i'm from austria,0.84 1.0 0.93
10706,austria isn't africa,1.0 1.0 1.0
10707,australia,0.36
10708,by post pie,0.45 0.32 0.35
10709,i am from australia,0.77 0.77 0.82 0.84
10710,junior have four younger brothers,0.39 0.57 0.97 0.97 1.0
10711,i going on holidays,0.58 0.68 0.91 0.81
10713,yes it is my passport,0.91 0.91 0.98 1.0 1.0
10714,i want a for the piccadilly circus,1.0 1.0 0.51 0.86 0.88 1.0 1.0
10715,i would like a ticket for the piccadilly circus,0.99 0.92 1.0 0.99 0.99 0.93 0.92 1.0 1.0
10717,i would like to pay by mastercard,1.0 1.0 1.0 1.0 1.0 1.0 0.94
10718,i would like to pay with swiss francs,0.85 0.76 1.0 1.0 1.0 1.0 0.96 0.96
10719,i want to pay with swiss francs,1.0 1.0 1.0 1.0 1.0 0.91 0.92
10720,i would like to pay with swiss francs,0.95 0.54 0.99 1.0 1.0 1.0 1.0 1.0
10722,i would smaller,1.0 0.97 0.89
10723,i'd like a ticket to piccadilly circus please,0.87 1.0 1.0 0.99 0.98 0.97 0.99 0.99
10724,i would like a ticket for the piccadilly circus,1.0 1.0 1.0 0.99 0.99 1.0 0.79 0.98 1.0
10725,i want a ticket to piccadilly circus,1.0 0.99 0.94 1.0 1.0 1.0 1.0
10726,i'd like two musical tickets please,0.83 1.0 1.0 1.0 1.0 1.0
10728,two musical tickets please,0.83 1.0 0.98 0.93
10730,i want two tickets for tuesday night,1.0 1.0 1.0 1.0 1.0 1.0 1.0
10731,two tickets for england,0.51 0.92 0.99 0.9
10732,two tickets for monday,0.97 1.0 1.0 0.75
10733,i want two tickets for the king,1.0 1.0 1.0 1.0 0.99 0.59 0.32
10734,i would like to sit in the room,0.99 0.98 1.0 0.98 0.98 0.98 0.98 0.96
10735,i would like to sit in the seven nights,1.0 1.0 1.0 0.97 0.96 0.93 0.93 0.89 0.92
10736,two tickets for the natural history museum,0.64 0.9 0.93 0.87 0.97 0.98 0.98
10737,i would like two tickets for the natural history museum,0.98 0.98 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.92
10738,the dessert,0.92 0.8
10739,i would like three musical tickets,0.56 0.51 1.0 0.96 1.0 0.96
10740,i would like three tickets for the musical,0.61 0.45 0.99 0.87 1.0 1.0 0.99 1.0
10741,i want three tickets for the musical,1.0 1.0 0.92 1.0 1.0 0.76 1.0
10742,i would like a fanta,0.96 0.91 1.0 1.0 1.0
10743,i'd like a double room,0.52 1.0 0.94 0.55 0.58
10745,i want my sunday roast,1.0 0.99 0.62 0.97 0.97
10746,i'd like my sunday roast well done,0.56 1.0 1.0 1.0 1.0 0.95 0.82
10747,i would like store,0.99 0.97 1.0 0.84
10748,i would,1.0 0.99
10749,i want dessert card please,1.0 0.99 0.46 0.87 1.0
10751,i would like a room please,1.0 0.69 1.0 1.0 0.51 0.57
