,ofto_error_count,Spell,Article_a_an_error_count,sva_error_count,RuleRepeatedLinkWords_error_count,Verbform_error_count,noun_error_count,Article_error_count,AdjAdv_error_count,Wordform_error_count,VerbCollocation_error_count
nbest.2018-testset-withlma-1best-21-0.0_41058-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41060-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41061-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41062-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41064-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41065-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41066-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41067-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41068-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41069-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41070-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41072-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41073-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41074-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41076-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41077-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41078-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41083-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41085-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41087-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41090-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41092-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41093-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41094-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41096-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41098-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41099-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41100-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41103-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41104-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41105-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41106-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41107-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41109-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41110-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41112-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41114-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41116-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41117-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41118-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41120-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41121-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41122-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41123-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41124-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41125-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41126-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41127-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41128-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41129-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41131-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41133-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41135-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41136-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41137-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41138-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41139-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41140-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41142-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41148-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41149-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41154-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41155-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41157-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41159-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41160-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41161-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41162-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41163-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41164-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41165-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41166-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41169-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41171-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41172-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41173-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41175-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41177-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41178-1,0,0,0,0,0,0,1,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41179-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41180-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41181-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41184-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41185-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41186-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41188-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41189-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41190-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41191-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41192-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41194-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41195-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41197-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41198-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41201-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41203-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41205-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41206-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41208-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41210-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41213-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41215-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41216-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41217-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41218-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41220-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41221-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41222-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41223-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41226-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41227-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41229-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41231-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41232-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41233-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41234-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41237-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41238-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41240-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41241-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41242-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41243-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41244-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41245-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41247-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41248-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41249-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41251-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41252-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41253-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41255-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41256-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41257-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41258-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41259-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41260-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41263-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41265-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41272-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41273-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41277-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41279-1,0,0,0,0,0,0,1,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41282-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41283-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41284-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41287-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41291-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41293-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41294-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41296-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41297-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41298-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41299-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41302-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41308-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41311-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41312-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41314-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41318-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41320-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41322-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41323-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41327-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41328-1,0,0,0,0,0,0,0,0,0,0,1
nbest.2018-testset-withlma-1best-21-0.0_41329-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41330-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41331-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41334-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41337-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41338-1,0,0,0,0,0,0,0,0,0,0,0
